Année;Diplôme;situation;Genre;Disciplines;Code du domaine;Domaine;Code de la discipline;Discipline;Sigle;Spécialité;Nombre de réponses;Taux d’insertion;Part des emplois de niveau cadre ou profession intermédiaire;Part des emplois de niveau cadre;% emplois extérieurs à la région de l’université;Part des emplois stables;Part des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;Salaire brut annuel estimé;Premier quartile des salaires nets mensuels des emplois à temps plein;Dernier quartile des salaires nets mensuels des emplois à temps plein;Part des diplômés boursiers dans la discipline;Part des femmes;Taux de chômage national;Salaire net mensuel médian national;Code du secteur disciplinaire SISE;Salaire net mensuel national 1er quartile;Salaire net mensuel national 3ème quartile;cle_DISC;Prof. libérale, indépendant,' chef d’entreprise;Fonctionnaire;CDI;CDI de chantier ou CDI de mission;Contrat spécifique au doctorat;CDD;Vacataire;Intérimaire;Intermittent du spectacle;Contrat de professionnalisa tion;Emplois aidés (Contrat Initiative Emploi…);Volontariat international;Vous-même;La fonction publique (d''etat',' territoriale ou hospitalière);Une entreprise privée;Une entreprise publique;Une association;Une personne exerçant une profession libérale ou un indépendant;Organisation internationale ou une institution de l''Union européenne;Société d''économie mixte;Un particulier;Agriculture', sylviculture et pêche;Industries (manufacturières,  extractives et autres);Construction;Activités immobilières;Commerce, transports, héberg-ement et restauration;Information et communication;Activités financières et d’assurance;Activités spécialisées, scientifiques et techniques;Activités de services administratifs et de soutien;Enseignement;Administra tion publique (hors ens.);Santé humaine et action sociale;Arts, spectacles et activités récréatives;Autres activités de service;Agriculteur;Artisan, commerçant,' chef d''entreprise;Profession libérale;Personnel de catégorie A de la fonction publique;Ingénieur', cadre, prof. libérales, prof. intellectuelles sup;Personnel de catégorie B de la fonction publique;Emploi de niveau intermédiaire : technicien, agent de maîtrise…;Personnel de catégorie C de la fonction publique;Manœuvre, ouvrier;Employé de bureau, de commerce, personnel de service
2019;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Droit>Sciences juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Sciences juridiques;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.2;1980;;1480;2480;_30;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns,,,,,,,,,,,,,,,,
2019;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Droit>Carrières juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Carrières juridiques;19;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;7.2;1980;;1480;2480;_18;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;;;;;;;;;;;;;;;;;;;;;;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns,,,,,,,,,,,,,,,,
2019;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;96;81;25;7;38;49;77;1320;22400;ns;ns;39;79;7.2;1980;;1480;2480;_18;3;13;33;0;;43;2;4;0;2;1;0;;;;;;;;;;;;;;;;;;;;;;;;0;3;2;4;1;11;6;31;5;37,,,,,,,,,,,,,,,,,,
2019;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Droit>Sciences juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Sciences juridiques;12;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.2;1980;;1480;2480;_18;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;;;;;;;;;;;;;;;;;;;;;;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns,,,,,,,,,,,,,,,,
2019;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations Droit, économie et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;;Autres formations Droit, économie et gestion;37;86;ns;ns;24;ns;ns;ns;ns;ns;ns;29;54;7.2;1980;;1480;2480;_18;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;;;;;;;;;;;;;;;;;;;;;;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns,,,,,,,,,,,,
'2019;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l''information et de la communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Sciences de l''information et de la communication;233;75;44;6;46;57;74;1400;22000;1250;1500;55;55;7.2;1980;;1480;2480;_18;8;6;42;1;;31;4;4;2;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;0;6;2;2;2;8;30;16;4;31',,,,,,,,,,,,,,,,,,
2019;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;;Sciences de gestion;217;93;36;6;24;76;93;1600;25000;1400;1900;53;;7.2;1980;;1480;2480;_30;7;5;64;0;;19;0;2;0;2;0;0;7;10;75;6;2;1;0;0;0;1;14;1;4;29;6;10;8;7;3;8;2;1;5;1;6;1;1;5;4;25;6;4;47,,,,,,,,,,,,,,,,
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;47;84;84;2;40;61;93;1500;23400;ns;ns;43;48;9.3;1870;;1480;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;166;84;71;16;29;75;91;1500;23400;1350;1770;49;3;8.5;1830;;1450;2180;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2016;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2016;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Droit>Carrières juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Carrières juridiques;31;98;36;3;ns;68;97;ns;ns;ns;ns;55;;8.5;1830;;1450;2180;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;120;76;33;6;44;53;85;1330;20700;1200;1470;42;74;8.5;1830;;1450;2180;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;166;91;74;25;29;83;93;1740;27100;1500;1970;49;3;8.5;1830;;1450;2180;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2016;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;39;95;69;2;54;57;95;ns;ns;ns;ns;32;;8.5;1830;;1450;2180;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2015;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2015;DUT;18 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;38;86;49;28;59;23;96;1240;19400;ns;ns;32;;8.6;1865;;1475;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;124;86;83;16;26;86;96;1520;23700;1400;1730;39;7;8.6;1865;;1475;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2015;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Droit>Carrières juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Carrières juridiques;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2015;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Droit>Carrières juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Carrières juridiques;27;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2017;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;119;87;33;10;36;61;83;1300;20300;1200;1470;53;76;7.8;1900;;1470;2330;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2017;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;134;86;90;30;27;88;96;1700;26500;1530;2160;39;7;7.8;1900;;1470;2330;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2017;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;38;87;90;4;35;77;98;ns;ns;ns;ns;52;;7.8;1900;;1470;2330;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2017;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;60;87;94;5;34;76;97;1680;26100;ns;ns;53;36;7.8;1900;;1470;2330;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2017;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;22;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;;1470;2330;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2017;DUT;30 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;25;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;;1470;2330;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2014;DUT;30 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Aide et assistance pour le monitoring et le maintien à domicile;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;2A2M;Aide et assistance pour le monitoring et le maintien à domicile;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;2A2M_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2013;DUT;18 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Aide et assistance pour le monitoring et le maintien à domicile;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;2A2M;Aide et assistance pour le monitoring et le maintien à domicile;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;2A2M_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2014;DUT;18 mois après le diplôme;femmes;Sciences,' technologies et santé>Sciences de l''ingénieur>Aide et assistance pour le monitoring et le maintien à domicile;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;2A2M;Aide et assistance pour le monitoring et le maintien à domicile;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;2A2M_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2014;DUT;18 mois après le diplôme;hommes;Sciences,' technologies et santé>Sciences de l''ingénieur>Aide et assistance pour le monitoring et le maintien à domicile;STS;Sciences',' technologies et santé;disc15;Sciences de l''ingénieur;2A2M;Aide et assistance pour le monitoring et le maintien à domicile;0;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;;9.3;1870;;1480;2280;2A2M_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,
2017;DUT;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;24;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;;1470;2330;CS_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2013;DUT;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;29;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;CS_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2015;DUT;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;30;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;42;;8.6;1865;;1475;2280;CS_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2017;DUT;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;106;93;85;2050;36;1380;51;38;60;ns;ns;50;;7.8;1900;;1470;2330;CS_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2017;DUT;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;24;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;;1470;2330;CS_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
'2013;DUT;30 mois après le diplôme;femmes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;914;89;45;7;26;63;86;1400;21800;1250;1600;39;;9.9;1870;;1490;2280;disc00_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2017;DUT;18 mois après le diplôme;hommes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;1164;88;71;8;31;70;95;1570;24500;1380;1840;36;;7.8;1900;;1470;2330;disc00_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2017;DUT;18 mois après le diplôme;femmes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;826;89;54;5;29;6;48;23100;1400;1210;1600;49;;7.8;1900;;1470;2330;disc00_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2014;DUT;18 mois après le diplôme;hommes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;1191;82;67;8;31;63;95;1520;23700;1300;1750;32;;9.3;1870;;1480;2280;disc00_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;',,,,,,,,,,,,,,,,,,
'2019;DUT;18 mois après le diplôme;femmes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;582;85;45;7;32;56;89;1460;24200;1300;1640;54;;7.2;1980;;1480;2480;disc00_18;3;7;45;0;;36;2;6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;3;2;8;30;10;4;39',,,,,,,,,,,,,,,,,,
'2019;DUT;18 mois après le diplôme;femmes et hommes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;1533;84;56;7;32;64;92;1500;25700;1330;1820;49;39;7.2;1980;;1480;2480;disc00_18;4;5;55;0;;25;1;8;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;0;4;1;2;4;5;44;6;8;26',,,,,,,,,,,,,,,,,,
'2016;DUT;30 mois après le diplôme;femmes et hommes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;2259;92;61;7;29;71;95;1570;24400;1380;1840;42;38;8.5;1830;;1450;2180;disc00_30;4;5;62;;;20;0;6;0;2;1;0;4;14;70;7;4;1;;;1;1;22;4;;20;12;4;8;3;2;8;6;2;8;;;;1;7;6;48;5;5;29',,,,,,,,,,,,,,,,,,
'2015;DUT;18 mois après le diplôme;femmes et hommes;Ensemble des départements d''IUT>Ensemble des départements d''IUT>Ensemble des départements d''IUT;ALL;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;disc00;Ensemble des départements d''IUT;2024;86;54;6;31;59;90;1430;22300;1260;1670;39;41;8.6;1865;;1475;2280;disc00_18;2;5;52;;;27;1;10;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;4;43;4;8;35',,,,,,,,,,,,,,,,,,
2013;DUT;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;759;90;35;6;25;70;91;1450;22600;1250;1730;35;55;9.9;1870;;1490;2280;disc01_30;3;4;63;;;22;1;5;0;1;1;0;4;11;8;71;4;1;;;1;1;11;1;;40;4;12;4;2;2;8;5;2;8;;;;1;6;3;25;4;5;56,,,,,,,,,,,,
2014;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;303;90;56;7;25;73;97;1600;25000;1370;1910;33;;9.3;1870;;1480;2280;disc01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2014;DUT;18 mois après le diplôme;hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;303;84;51;12;25;60;96;1410;22000;1240;1720;33;;9.3;1870;;1480;2280;disc01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2019;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;221;92;45;12;32;80;94;1700;26500;1450;2180;47;;7.2;1980;;1480;2480;disc01_30;7;3;70;0;;17;0;2;1;1;0;0;8;12;73;4;2;0;0;0;0;1;10;3;7;46;4;6;2;5;2;8;3;1;1;1;9;0;0;11;3;31;5;9;31,,,,,,,,,,,,
2015;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;310;92;46;7;33;66;95;1600;25000;1300;1910;33;;8.6;1865;;1475;2280;disc01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2015;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;429;85;25;3;25;60;85;1320;20500;1200;1530;46;;8.6;1865;;1475;2280;disc01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2017;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;285;90;55;9;28;79;97;1600;25000;1400;1870;34;;7.8;1900;;1470;2330;disc01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2013;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;697;79;31;4;22;64;89;1400;21800;1200;1650;35;55;9.9;1870;SD39;1490;2280;disc04_18;3;3;60;;;27;0;6;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;1;25;4;3;62,,,,,,,,,,,,,,,,
2014;DUT;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;585;90;45;7;22;71;94;1520;23700;1300;1750;33;57;9.3;1870;SD39;1480;2280;disc04_30;3;6;63;;;20;0;3;0;2;1;0;3;13;8;72;3;1;;;0;1;8;1;;41;1;13;6;1;2;11;5;2;7;;;;1;6;4;34;5;4;46,,,,,,,,,,,,,,,,
2017;DUT;18 mois après le diplôme;femmes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;228;81;39;5;36;7;32;21300;1300;1190;1450;51;;7.8;1900;;1470;2330;disc07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2019;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;258;83;46;9;49;60;81;1410;22000;1250;1570;58;60;7.2;1980;;1480;2480;disc07_30;6;9;44;1;;28;1;4;3;1;3;0;7;27;37;3;25;1;0;0;0;3;3;1;2;16;13;1;1;5;5;20;17;6;6;0;5;2;3;4;6;31;18;2;27,,,,,,,,,,,,,,,,,,
2017;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;349;84;47;10;39;64;85;1370;21400;1220;1530;49;63;7.8;1900;;1470;2330;disc07_30;10;9;45;;;31;1;1;0;3;1;;9;29;44;3;14;0;;0;1;0;5;0;1;18;15;0;2;3;7;21;10;8;9;;;0;1;10;8;29;20;4;29,,,,,,,,,,,,,,,,,,
'2017;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l''information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l''information et la communication;215;80;47;11;39;57;79;1300;20300;1190;1590;49;54;7.8;1900;SD35;1470;2330;disc10_18;10;4;42;;;35;2;4;0;2;0;1;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;11;6;30;15;6;33',,,,,,,,,,,,,,,,,,
'2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l''information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l''information et la communication;206;82;46;13;34;61;88;1400;21800;1200;1600;41;47;8.5;1830;SD35;1450;2180;disc10_30;7;5;49;;;31;0;1;0;6;1;1;7;24;60;1;5;2;;;1;1;6;1;;26;21;0;5;2;6;9;3;8;13;;;;1;13;9;23;13;2;39',,,,,,,,,,,,,,,,,,
2017;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;989;90;84;7;32;69;95;1600;25000;1400;1840;39;21;7.8;1900;;1470;2330;disc12_18;1;5;63;;;20;0;9;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;6;7;69;2;8;6,,,,,,,,,,,,
